,Website,Journal,Volume,Issue,Title,Download Link
0,AMS,atsc,Volume 79,Issue 4,The Response of the Polar Vortex to Tropospheric Temperature Eddies in an Idealized General Circulation Model,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0133.1.pdf
0,AMS,atsc,Volume 79,Issue 4,Observations of the Development and Vertical Structure of the Lake-Breeze Circulation during the 2017 Lake Michigan Ozone Study,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-20-0297.1.pdf
0,AMS,atsc,Volume 79,Issue 4,The Spatiotemporal Evolution of the Diurnal Cycle in Two WRF Simulations of Tropical Cyclones,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0100.1.pdf
0,AMS,atsc,Volume 79,Issue 4,Potential Intensification Rate of Tropical Cyclones in a Simplified Energetically Based Dynamical System Model: An Observational Analysis,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0217.1.pdf
0,AMS,atsc,Volume 79,Issue 4,First Observations of Mesospheric OH Emission Profiles from OMPS/LP,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0239.1.pdf
0,AMS,atsc,Volume 79,Issue 4,Vertical Wind Tunnel Experiments and a Theoretical Study on the Microphysics of Melting Low-Density Graupel,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0162.1.pdf
0,AMS,atsc,Volume 79,Issue 4,On Moist Potential Temperatures and Their Ability to Characterize Differences in the Properties of Air Parcels,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0095.1.pdf
0,AMS,atsc,Volume 79,Issue 4,Updraft Maintenance and Axisymmetrization during Secondary Eyewall Formation in a Model Simulation of Hurricane Matthew (2016),https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0103.1.pdf
0,AMS,atsc,Volume 79,Issue 4,Quasi-Idealized Numerical Simulations of Processes Involved in Orogenic Convection Initiation over the Sierras de Córdoba,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0007.1.pdf
0,AMS,atsc,Volume 79,Issue 4,Using Ensemble Data Assimilation to Explore the Environmental Controls on the Initiation and Predictability of Moist Convection,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0140.1.pdf
0,AMS,atsc,Volume 79,Issue 4,"The Detection, Genesis, and Modeling of Turbulence Intermittency in the Stable Atmospheric Surface Layer",https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0053.1.pdf
0,AMS,atsc,Volume 79,Issue 4,Supersaturation Variability from Scalar Mixing: Evaluation of a New Subgrid-Scale Model Using Direct Numerical Simulations of Turbulent Rayleigh–Bénard Convection,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0250.1.pdf
0,AMS,atsc,Volume 79,Issue 4,Effects of Surface Fluxes on Ventilation Pathways and the Intensification of Hurricane Michael (2018),https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0166.1.pdf
0,AMS,atsc,Volume 79,Issue 4,Corrigendum,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/4/JAS-D-21-0207.1.pdf
0,AMS,atsc,Volume 79,Issue 5,The Temperature Anomaly Pattern of the Pacific–North American Teleconnection: Growth and Decay,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0030.1.pdf
0,AMS,atsc,Volume 79,Issue 5,Theory of Parcel Vorticity Evolution in Supercell-Like Flows,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0178.1.pdf
0,AMS,atsc,Volume 79,Issue 5,Linking Equatorial African Precipitation to Kelvin Wave Processes in the CP4-Africa Convection-Permitting Regional Climate Simulation,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0039.1.pdf
0,AMS,atsc,Volume 79,Issue 5,Northern Hemisphere Winter Blocking: Differing Onset Mechanisms across Regions,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0104.1.pdf
0,AMS,atsc,Volume 79,Issue 5,The Sensitivity of Superrotation to the Latitude of Baroclinic Forcing in a Terrestrial Dry Dynamical Core,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0269.1.pdf
0,AMS,atsc,Volume 79,Issue 5,Representation of Lake–Atmosphere Interactions and Lake-Effect Snowfall in the Laurentian Great Lakes Basin among HighResMIP Global Climate Models,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0249.1.pdf
0,AMS,atsc,Volume 79,Issue 5,Cross-Tropopause Transport of Surface Pollutants during the Beijing 21 July Deep Convection Event,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0115.1.pdf
0,AMS,atsc,Volume 79,Issue 5,Emergence of a Nocturnal Low-Level Jet from a Broad Baroclinic Zone,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0187.1.pdf
0,AMS,atsc,Volume 79,Issue 5,Evidence of Aggregation Dependence of 5°-Scale Tropical Convective Evolution Using a Gross Moist Stability Framework,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0253.1.pdf
0,AMS,atsc,Volume 79,Issue 5,On a Solution of the Closure Problem for Dry Convective Boundary Layer Turbulence and Beyond,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0107.1.pdf
0,AMS,atsc,Volume 79,Issue 5,Entrainment in a Simulated Supercell Thunderstorm. Part II: The Influence of Vertical Wind Shear and General Effects upon Precipitation,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0289.1.pdf
0,AMS,atsc,Volume 79,Issue 5,Indian Monsoon Teleconnections and the Impact of Correcting Tropical Diabatic Heating,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0231.1.pdf
0,AMS,atsc,Volume 79,Issue 5,A Closure for the Virtual Origin of Turbulent Plumes,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0096.1.pdf
0,AMS,atsc,Volume 79,Issue 5,Convective Response in a Cloud-Permitting Simulation of the MJO: Time Scales and Processes,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/5/JAS-D-21-0284.1.pdf
0,AMS,atsc,Volume 79,Issue 6,Gravitational Collision of Small Nonspherical Particles: Swept Volumes of Prolate and Oblate Spheroids in Calm Air,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-20-0336.1.pdf
0,AMS,atsc,Volume 79,Issue 6,A Variational Method for Analyzing Vortex Flows in Radar-Scanned Tornadic Mesocyclones. Part III: Sensitivities to Vortex Center Location Errors,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0203.1.pdf
0,AMS,atsc,Volume 79,Issue 6,A Variational Method for Analyzing Vortex Flows in Radar-Scanned Tornadic Mesocyclones. Part IV: Applications to the 20 May 2013 Oklahoma Tornadic Mesocyclone,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0247.1.pdf
0,AMS,atsc,Volume 79,Issue 6,Surface Wind Responses to Mesoscale Sea Surface Temperature over Western Boundary Current Regions Assessed by Spectral Transfer Functions,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0125.1.pdf
0,AMS,atsc,Volume 79,Issue 6,Sensitivity of Linear Models of the Madden–Julian Oscillation to Convective Representation,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0165.1.pdf
0,AMS,atsc,Volume 79,Issue 6,Global Tropical Precipitation Relationships to Free-Tropospheric Water Vapor Using Radio Occultations,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0052.1.pdf
0,AMS,atsc,Volume 79,Issue 6,Mountain Waves Produced by a Stratified Shear Flow with a Boundary Layer. Part III: Trapped Lee Waves and Horizontal Momentum Transport,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0263.1.pdf
0,AMS,atsc,Volume 79,Issue 6,A Vertically Resolved MSE Framework Highlights the Role of the Boundary Layer in Convective Self-Aggregation,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-20-0254.1.pdf
0,AMS,atsc,Volume 79,Issue 6,The Ice Particle and Aggregate Simulator (IPAS). Part II: Analysis of a Database of Theoretical Aggregates for Microphysical Parameterization,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0179.1.pdf
0,AMS,atsc,Volume 79,Issue 6,The Ice Particle and Aggregate Simulator (IPAS). Part III: Verification and Analysis of Ice–Aggregate and Aggregate–Aggregate Collection for Microphysical Parameterization,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0180.1.pdf
0,AMS,atsc,Volume 79,Issue 6,The Influence of Shear on Deep Convection Initiation. Part I: Theory,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0145.1.pdf
0,AMS,atsc,Volume 79,Issue 6,The Influence of Shear on Deep Convection Initiation. Part II: Simulations,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0144.1.pdf
0,AMS,atsc,Volume 79,Issue 6,Which Is the More Effective Driver of the Poleward Eddy Heat Flux Variability: Zonal Gradient of Tropical Convective Heating or Equator-to-Pole Temperature Gradient?,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0262.1.pdf
0,AMS,atsc,Volume 79,Issue 6,Global Middle-Atmosphere Response to Winter Stratospheric Variability in SABER and MLS Mean Temperature,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0259.1.pdf
0,AMS,atsc,Volume 79,Issue 6,A Scaling Theory for the Diffusivity of Poleward Eddy Heat Transport Based on Rhines Scaling and the Global Entropy Budget,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/6/JAS-D-21-0242.1.pdf
0,AMS,atsc,Volume 79,Issue 7,A Theory for the Response of Tropical Moist Convection to Mechanical Orographic Forcing,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0218.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Tropical Thermodynamic–Convection Coupling in Observations and Reanalyses,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0256.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Criticality in the Shallow-to-Deep Transition of Simulated Tropical Marine Convection,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0155.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Collision Fluctuations of Lucky Droplets with Superdroplets,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-20-0371.1.pdf
0,AMS,atsc,Volume 79,Issue 7,"The Impacts of Midlevel Moisture on the Structure, Evolution, and Precipitation of Afternoon Thunderstorms: A Real-Case Modeling Study at Taipei on 14 June 2015",https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0257.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Effect of Advection by Upper-Tropospheric Background Zonal Wind on MJO Phase Speed,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0298.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Theory of In-Cloud Activation of Aerosols and Microphysical Quasi-Equilibrium in a Deep Updraft,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0176.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Comparison of Lagrangian Superdroplet and Eulerian Double-Moment Spectral Microphysics Schemes in Large-Eddy Simulations of an Isolated Cumulus Congestus Cloud,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0138.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Effects of Saharan Dust Aerosols and West African Precipitation on the Energetics of African Easterly Waves,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0157.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Revisiting the Hail Radar Reflectivity–Kinetic Energy Flux Relation by Combining T-Matrix and Discrete Dipole Approximation Calculations to Size Distribution Observations,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-20-0373.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Environmental Controls on Simulated Deep Moist Convection Initiation Occurring during RELAMPAGO-CACTI,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0226.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Empirical Low-Dimensional Dynamics of Atmospheric Stable Boundary Layer Temperature Inversions,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0205.1.pdf
0,AMS,atsc,Volume 79,Issue 7,Well-Mixed Boundary Layer–Top Entrainment Instability: Hydrodynamic Analysis,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-21-0246.1.pdf
0,AMS,atsc,Volume 79,Issue 7,A Linear Theory of Wind Farm Efficiency and Interaction,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/7/JAS-D-22-0009.1.pdf
0,AMS,atsc,Volume 79,Issue 8,The Transition from Practical to Intrinsic Predictability of Midlatitude Weather,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/8/JAS-D-21-0271.1.pdf
0,AMS,atsc,Volume 79,Issue 8,The Compressional Beta Effect and Convective System Propagation,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/8/JAS-D-21-0219.1.pdf
0,AMS,atsc,Volume 79,Issue 8,On the Tropospheric Response to Transient Stratospheric Momentum Torques,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/8/JAS-D-21-0237.1.pdf
0,AMS,atsc,Volume 79,Issue 8,Observation and Simulation of Low-Level Jet Impacts on 3D Urban Heat Islands in Beijing: A Case Study,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/8/JAS-D-21-0245.1.pdf
0,AMS,atsc,Volume 79,Issue 8,Supergradient Winds in Simulated Tropical Cyclones,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/8/JAS-D-21-0306.1.pdf
0,AMS,atsc,Volume 79,Issue 8,"The Basic Equations under Weak Temperature Gradient Balance: Formulation, Scaling, and Types of Convectively Coupled Motions",https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/8/JAS-D-21-0215.1.pdf
0,AMS,atsc,Volume 79,Issue 8,Tropical Cyclone Size Is Strongly Limited by the Rhines Scale: Experiments with a Barotropic Model,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/8/JAS-D-21-0224.1.pdf
0,AMS,atsc,Volume 79,Issue 8,The Influence of the Diurnal Cycle in Wind Shear and Thermodynamics on Squall Lines in the West African Monsoon,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/8/JAS-D-21-0025.1.pdf
0,AMS,atsc,Volume 79,Issue 8,Diurnal Cycle and Dipolar Pattern of Precipitation over Borneo during an MJO Event: Lee Convergence and Offshore Propagation,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/8/JAS-D-21-0258.1.pdf
0,AMS,atsc,Volume 79,Issue 8,Contribution of Dissipative Heating to the Intensity Dependence of Tropical Cyclone Intensification,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/8/JAS-D-22-0012.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Linear Inverse Modeling of Large-Scale Atmospheric Flow Using Optimal Mode Decomposition,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0193.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Colliding Ice Crystals in Turbulent Clouds,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0305.1.pdf
0,AMS,atsc,Volume 79,Issue 9,QBO Wind Influence on MJO-Induced Temperature Anomalies in the Upper Troposphere and Lower Stratosphere in an Idealized Model,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0296.1.pdf
0,AMS,atsc,Volume 79,Issue 9,On the Influence of Surface Latent Heat Fluxes on Idealized Extratropical Cyclones,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-22-0035.1.pdf
0,AMS,atsc,Volume 79,Issue 9,A Satellite Climatology of Relative Humidity Profiles and Outgoing Thermal Radiation over Earth’s Oceans,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0270.1.pdf
0,AMS,atsc,Volume 79,Issue 9,A Model of the Convectively Coupled Equatorial Rossby Wave over the Indo-Pacific Warm Pool,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0326.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Acceleration of Tropical Cyclone Development by Cloud-Radiative Feedbacks,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0227.1.pdf
0,AMS,atsc,Volume 79,Issue 9,How Close Are Leading Tropical Tropospheric Temperature Perturbations to Those under Convective Quasi Equilibrium?,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0315.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Cloud Droplet Nucleation Simulation and Parameterization,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-22-0010.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Water Vapor Transport by an Equivalent-Barotropic Cyclonic Anomaly Corresponding to Extreme Austral Late Summer Precipitation in Southeast Australia during 2021,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0267.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Observed Subcloud-Layer Moisture and Heat Budgets in the Trades,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0337.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Committor Functions for Climate Phenomena at the Predictability Margin: The Example of El Niño–Southern Oscillation in the Jin and Timmermann Model,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-22-0038.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Moisture Recharge–Discharge Cycles: A Gross Moist Stability–Based Phase Angle Perspective,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0297.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Organization Development in Precipitating Shallow Cumulus Convection: Evolution of Turbulence Characteristics,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0334.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Modeling the Shallow Cumulus-Topped Boundary Layer at Gray Zone Resolutions,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0339.1.pdf
0,AMS,atsc,Volume 79,Issue 9,On the Dynamics of Indian Ocean Teleconnections into the Southern Hemisphere during Austral Winter,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0206.1.pdf
0,AMS,atsc,Volume 79,Issue 9,Eyewall Asymmetries and Their Contributions to the Intensification of an Idealized Tropical Cyclone Translating in Uniform Flow,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/9/JAS-D-21-0302.1.pdf
0,AMS,atsc,Volume 79,Issue 10,A Moist Available Potential Energy Budget for an Axisymmetric Tropical Cyclone,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-22-0040.1.pdf
0,AMS,atsc,Volume 79,Issue 10,A Theory for the Hadley Cell Descending and Ascending Edges throughout the Annual Cycle,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-21-0328.1.pdf
0,AMS,atsc,Volume 79,Issue 10,The Role of Barotropic versus Baroclinic Feedbacks on the Eddy Response to Annular Mode Zonal Wind Anomalies,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-22-0061.1.pdf
0,AMS,atsc,Volume 79,Issue 10,Sensitivities of Maritime Tropical Trimodal Convection to Aerosols and Boundary Layer Static Stability,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-21-0260.1.pdf
0,AMS,atsc,Volume 79,Issue 10,Origin of the Warm Arctic–Cold North American Pattern on the Intraseasonal Time Scale,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-22-0013.1.pdf
0,AMS,atsc,Volume 79,Issue 10,A Physical Model of Tropical Cyclone Central Pressure Filling at Landfall,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-21-0196.1.pdf
0,AMS,atsc,Volume 79,Issue 10,Atmospheric Boundary Layers over an Oceanic Eddy,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-22-0019.1.pdf
0,AMS,atsc,Volume 79,Issue 10,Global Distributions of Tropospheric and Stratospheric Gravity Wave Momentum Fluxes Resolved by the 9-km ECMWF Experiments,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-21-0173.1.pdf
0,AMS,atsc,Volume 79,Issue 10,Newly Developed Multiparameter Bulk Cloud Schemes. Part I: A New Triple-Moment Condensation Scheme and Tests,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-22-0039.1.pdf
0,AMS,atsc,Volume 79,Issue 10,"The Impact of Large-Scale Winds on Boundary Layer Structure, Thermally Driven Flows, and Exchange Processes over Mountainous Terrain",https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-21-0195.1.pdf
0,AMS,atsc,Volume 79,Issue 10,Quantifying Eddy Generation and Dissipation in the Jet Response to Upper- versus Lower-Level Thermal Forcing,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-21-0307.1.pdf
0,AMS,atsc,Volume 79,Issue 10,Exploring the Role of Deep Moist Convection in the Wavenumber Spectra of Atmospheric Kinetic Energy and Brightness Temperature,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-21-0285.1.pdf
0,AMS,atsc,Volume 79,Issue 10,"The Diabatic Rossby Vortex: Growth Rate, Length Scale, and the Wave–Vortex Transition",https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-22-0022.1.pdf
0,AMS,atsc,Volume 79,Issue 10,Detecting Nonequilibrium States in Atmospheric Turbulence,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-22-0028.1.pdf
0,AMS,atsc,Volume 79,Issue 10,Investigation of Microphysical Properties within Regions of Enhanced Dual-Frequency Ratio during the IMPACTS Field Campaign,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/10/JAS-D-21-0311.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Microphysical Characteristics of Precipitating Stratiform Clouds in North China Revealed by Joint Observations of an Aircraft and a Polarimetric Radar,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-21-0248.1.pdf
0,AMS,atsc,Volume 79,Issue 11,"Effects of Varying Land Coverage, Rotation Period, and Water Vapor on Equatorial Climates that Bridge the Gap between Earth-like and Titan-like",https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-21-0295.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Essential Dynamics of the Vertical Wind Shear Affecting the Secondary Eyewall Formation in Tropical Cyclones,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-21-0340.1.pdf
0,AMS,atsc,Volume 79,Issue 11,A Parameterization of Interstitial Aerosol Extinction and Its Application to Marine Cloud Brightening,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-22-0047.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Impact of Meteorological Factors on the Mesoscale Morphology of Cloud Streets during a Cold-Air Outbreak over the Western North Atlantic,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-22-0034.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Uncovering the Intrinsic Intensity–Size Relationship of Tropical Cyclones,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-22-0082.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Convectively Generated Negative Potential Vorticity Enhancing the Jet Stream through an Inverse Energy Cascade during the Extratropical Transition of Hurricane Irma,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-22-0094.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Convective Couplings with Equatorial Rossby Waves and Equatorial Kelvin Waves. Part II: Coupled Precipitation Characteristics,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-22-0003.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Influence of Entrainment on Centimeter-Scale Cloud Microphysics in Marine Stratocumulus Clouds Observed during CSET,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-22-0005.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Assessing Raindrop Breakup Parameterizations Using Disdrometer Observations,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-21-0335.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Impact of Cloud-Base Turbulence on CCN Activation: CCN Distribution,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-22-0075.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Estimating Phase Transition Rates in Shallow Cumulus Clouds from Mass Flux. Part I: Theory and Numerical Simulations,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-22-0060.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Tropical Cyclone Potential Size,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-21-0325.1.pdf
0,AMS,atsc,Volume 79,Issue 11,First Detection of the Pekeris Internal Global Atmospheric Resonance: Evidence from the 2022 Tonga Eruption and from Global Reanalysis Data,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-22-0078.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Dynamic Pressure Drag on Rising Buoyant Thermals in a Neutrally Stable Environment,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-21-0274.1.pdf
0,AMS,atsc,Volume 79,Issue 11,What Controls Local Entrainment and Detrainment Rates in Simulated Shallow Convection?,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-21-0341.1.pdf
0,AMS,atsc,Volume 79,Issue 11,Controls on the Development and Circulation of Terminal versus Transient Congestus Clouds and Implications for Midlevel Aerosol Transport,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/11/JAS-D-21-0314.1.pdf
0,AMS,atsc,Volume 79,Issue 12,Dependence of Ice Crystal Size Distributions in High Ice Water Content Conditions on Environmental Conditions: Results from the HAIC-HIWC Cayenne Campaign,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/12/JAS-D-22-0008.1.pdf
0,AMS,atsc,Volume 79,Issue 12,An Analytical Solution of the Effective-Buoyancy Equation,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/12/JAS-D-22-0106.1.pdf
0,AMS,atsc,Volume 79,Issue 12,Sources of Stochasticity in the Growth of Cloud Droplets: Supersaturation Fluctuations versus Turbulent Transport,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/12/JAS-D-22-0051.1.pdf
0,AMS,atsc,Volume 79,Issue 12,Comprehensive Satellite Observations and a Numerical Study of a Wintertime Shallow Sea Smoke Event in the Yellow Sea,https://journals.ametsoc.org/downloadpdf/view/journals/atsc/79/12/JAS-D-22-0065.1.pdf
